snippet_idx,persona_row_id,k,combo_id,combo_attrs,combo_values,Gender,Race,Ethnicity,Nationality,Culture,NativeLanguage,AgeRange,ReviewStyle,Role,Goal,Seniority,Domain,Priority,Standard,Module,ground_truth,predicted_label,raw_response
22,381,3,381,AgeRange|Role|Domain,LateCareerAdult|CodeOwner|Embedded,,,,,,,LateCareerAdult,,CodeOwner,,,Embedded,,,,1,0,LABEL: 0
23,381,3,381,AgeRange|Role|Domain,LateCareerAdult|CodeOwner|Embedded,,,,,,,LateCareerAdult,,CodeOwner,,,Embedded,,,,0,0,LABEL: 0
24,381,3,381,AgeRange|Role|Domain,LateCareerAdult|CodeOwner|Embedded,,,,,,,LateCareerAdult,,CodeOwner,,,Embedded,,,,1,0,LABEL: 0
25,381,3,381,AgeRange|Role|Domain,LateCareerAdult|CodeOwner|Embedded,,,,,,,LateCareerAdult,,CodeOwner,,,Embedded,,,,1,1,LABEL: 1
26,381,3,381,AgeRange|Role|Domain,LateCareerAdult|CodeOwner|Embedded,,,,,,,LateCareerAdult,,CodeOwner,,,Embedded,,,,0,1,LABEL: 1
27,381,3,381,AgeRange|Role|Domain,LateCareerAdult|CodeOwner|Embedded,,,,,,,LateCareerAdult,,CodeOwner,,,Embedded,,,,1,1,LABEL: 1
28,381,3,381,AgeRange|Role|Domain,LateCareerAdult|CodeOwner|Embedded,,,,,,,LateCareerAdult,,CodeOwner,,,Embedded,,,,0,0,LABEL: 0
29,381,3,381,AgeRange|Role|Domain,LateCareerAdult|CodeOwner|Embedded,,,,,,,LateCareerAdult,,CodeOwner,,,Embedded,,,,0,0,LABEL: 0
30,381,3,381,AgeRange|Role|Domain,LateCareerAdult|CodeOwner|Embedded,,,,,,,LateCareerAdult,,CodeOwner,,,Embedded,,,,0,0,LABEL: 0
31,381,3,381,AgeRange|Role|Domain,LateCareerAdult|CodeOwner|Embedded,,,,,,,LateCareerAdult,,CodeOwner,,,Embedded,,,,0,0,LABEL: 0
32,381,3,381,AgeRange|Role|Domain,LateCareerAdult|CodeOwner|Embedded,,,,,,,LateCareerAdult,,CodeOwner,,,Embedded,,,,1,0,LABEL: 0
33,381,3,381,AgeRange|Role|Domain,LateCareerAdult|CodeOwner|Embedded,,,,,,,LateCareerAdult,,CodeOwner,,,Embedded,,,,0,0,LABEL: 0
34,381,3,381,AgeRange|Role|Domain,LateCareerAdult|CodeOwner|Embedded,,,,,,,LateCareerAdult,,CodeOwner,,,Embedded,,,,0,0,LABEL: 0
35,381,3,381,AgeRange|Role|Domain,LateCareerAdult|CodeOwner|Embedded,,,,,,,LateCareerAdult,,CodeOwner,,,Embedded,,,,1,0,LABEL: 0
36,381,3,381,AgeRange|Role|Domain,LateCareerAdult|CodeOwner|Embedded,,,,,,,LateCareerAdult,,CodeOwner,,,Embedded,,,,0,1,LABEL: 1
37,381,3,381,AgeRange|Role|Domain,LateCareerAdult|CodeOwner|Embedded,,,,,,,LateCareerAdult,,CodeOwner,,,Embedded,,,,0,0,LABEL: 0
38,381,3,381,AgeRange|Role|Domain,LateCareerAdult|CodeOwner|Embedded,,,,,,,LateCareerAdult,,CodeOwner,,,Embedded,,,,1,0,LABEL: 0
39,381,3,381,AgeRange|Role|Domain,LateCareerAdult|CodeOwner|Embedded,,,,,,,LateCareerAdult,,CodeOwner,,,Embedded,,,,1,0,LABEL: 0
40,381,3,381,AgeRange|Role|Domain,LateCareerAdult|CodeOwner|Embedded,,,,,,,LateCareerAdult,,CodeOwner,,,Embedded,,,,1,0,LABEL: 0
41,381,3,381,AgeRange|Role|Domain,LateCareerAdult|CodeOwner|Embedded,,,,,,,LateCareerAdult,,CodeOwner,,,Embedded,,,,1,0,LABEL: 0
42,381,3,381,AgeRange|Role|Domain,LateCareerAdult|CodeOwner|Embedded,,,,,,,LateCareerAdult,,CodeOwner,,,Embedded,,,,1,0,LABEL: 0
43,381,3,381,AgeRange|Role|Domain,LateCareerAdult|CodeOwner|Embedded,,,,,,,LateCareerAdult,,CodeOwner,,,Embedded,,,,0,0,LABEL: 0
44,381,3,381,AgeRange|Role|Domain,LateCareerAdult|CodeOwner|Embedded,,,,,,,LateCareerAdult,,CodeOwner,,,Embedded,,,,1,0,LABEL: 0
45,381,3,381,AgeRange|Role|Domain,LateCareerAdult|CodeOwner|Embedded,,,,,,,LateCareerAdult,,CodeOwner,,,Embedded,,,,1,0,LABEL: 0
46,381,3,381,AgeRange|Role|Domain,LateCareerAdult|CodeOwner|Embedded,,,,,,,LateCareerAdult,,CodeOwner,,,Embedded,,,,0,0,LABEL: 0
47,381,3,381,AgeRange|Role|Domain,LateCareerAdult|CodeOwner|Embedded,,,,,,,LateCareerAdult,,CodeOwner,,,Embedded,,,,1,0,LABEL: 0
48,381,3,381,AgeRange|Role|Domain,LateCareerAdult|CodeOwner|Embedded,,,,,,,LateCareerAdult,,CodeOwner,,,Embedded,,,,1,0,LABEL: 0
49,381,3,381,AgeRange|Role|Domain,LateCareerAdult|CodeOwner|Embedded,,,,,,,LateCareerAdult,,CodeOwner,,,Embedded,,,,1,0,LABEL: 0
0,382,3,382,AgeRange|Role|Priority,YoungAdult|CodeOwner|Portability,,,,,,,YoungAdult,,CodeOwner,,,,Portability,,,1,0,LABEL: 0
1,382,3,382,AgeRange|Role|Priority,YoungAdult|CodeOwner|Portability,,,,,,,YoungAdult,,CodeOwner,,,,Portability,,,0,0,LABEL: 0
2,382,3,382,AgeRange|Role|Priority,YoungAdult|CodeOwner|Portability,,,,,,,YoungAdult,,CodeOwner,,,,Portability,,,0,0,LABEL: 0
3,382,3,382,AgeRange|Role|Priority,YoungAdult|CodeOwner|Portability,,,,,,,YoungAdult,,CodeOwner,,,,Portability,,,0,1,LABEL: 1
4,382,3,382,AgeRange|Role|Priority,YoungAdult|CodeOwner|Portability,,,,,,,YoungAdult,,CodeOwner,,,,Portability,,,0,0,LABEL: 0
5,382,3,382,AgeRange|Role|Priority,YoungAdult|CodeOwner|Portability,,,,,,,YoungAdult,,CodeOwner,,,,Portability,,,0,0,LABEL: 0
6,382,3,382,AgeRange|Role|Priority,YoungAdult|CodeOwner|Portability,,,,,,,YoungAdult,,CodeOwner,,,,Portability,,,0,1,LABEL: 1
7,382,3,382,AgeRange|Role|Priority,YoungAdult|CodeOwner|Portability,,,,,,,YoungAdult,,CodeOwner,,,,Portability,,,0,0,LABEL: 0
8,382,3,382,AgeRange|Role|Priority,YoungAdult|CodeOwner|Portability,,,,,,,YoungAdult,,CodeOwner,,,,Portability,,,0,0,LABEL: 0
9,382,3,382,AgeRange|Role|Priority,YoungAdult|CodeOwner|Portability,,,,,,,YoungAdult,,CodeOwner,,,,Portability,,,1,0,LABEL: 0
10,382,3,382,AgeRange|Role|Priority,YoungAdult|CodeOwner|Portability,,,,,,,YoungAdult,,CodeOwner,,,,Portability,,,1,0,LABEL: 0
11,382,3,382,AgeRange|Role|Priority,YoungAdult|CodeOwner|Portability,,,,,,,YoungAdult,,CodeOwner,,,,Portability,,,1,0,LABEL: 0
12,382,3,382,AgeRange|Role|Priority,YoungAdult|CodeOwner|Portability,,,,,,,YoungAdult,,CodeOwner,,,,Portability,,,1,0,LABEL: 0
13,382,3,382,AgeRange|Role|Priority,YoungAdult|CodeOwner|Portability,,,,,,,YoungAdult,,CodeOwner,,,,Portability,,,1,0,LABEL: 0
14,382,3,382,AgeRange|Role|Priority,YoungAdult|CodeOwner|Portability,,,,,,,YoungAdult,,CodeOwner,,,,Portability,,,1,0,LABEL: 0
15,382,3,382,AgeRange|Role|Priority,YoungAdult|CodeOwner|Portability,,,,,,,YoungAdult,,CodeOwner,,,,Portability,,,0,0,LABEL: 0
16,382,3,382,AgeRange|Role|Priority,YoungAdult|CodeOwner|Portability,,,,,,,YoungAdult,,CodeOwner,,,,Portability,,,1,0,LABEL: 0
17,382,3,382,AgeRange|Role|Priority,YoungAdult|CodeOwner|Portability,,,,,,,YoungAdult,,CodeOwner,,,,Portability,,,0,0,LABEL: 0
18,382,3,382,AgeRange|Role|Priority,YoungAdult|CodeOwner|Portability,,,,,,,YoungAdult,,CodeOwner,,,,Portability,,,0,0,LABEL: 0
19,382,3,382,AgeRange|Role|Priority,YoungAdult|CodeOwner|Portability,,,,,,,YoungAdult,,CodeOwner,,,,Portability,,,1,0,LABEL: 0
20,382,3,382,AgeRange|Role|Priority,YoungAdult|CodeOwner|Portability,,,,,,,YoungAdult,,CodeOwner,,,,Portability,,,0,0,LABEL: 0
21,382,3,382,AgeRange|Role|Priority,YoungAdult|CodeOwner|Portability,,,,,,,YoungAdult,,CodeOwner,,,,Portability,,,0,0,LABEL: 0
22,382,3,382,AgeRange|Role|Priority,YoungAdult|CodeOwner|Portability,,,,,,,YoungAdult,,CodeOwner,,,,Portability,,,1,0,LABEL: 0
23,382,3,382,AgeRange|Role|Priority,YoungAdult|CodeOwner|Portability,,,,,,,YoungAdult,,CodeOwner,,,,Portability,,,0,0,LABEL: 0
24,382,3,382,AgeRange|Role|Priority,YoungAdult|CodeOwner|Portability,,,,,,,YoungAdult,,CodeOwner,,,,Portability,,,1,0,LABEL: 0
25,382,3,382,AgeRange|Role|Priority,YoungAdult|CodeOwner|Portability,,,,,,,YoungAdult,,CodeOwner,,,,Portability,,,1,1,LABEL: 1
26,382,3,382,AgeRange|Role|Priority,YoungAdult|CodeOwner|Portability,,,,,,,YoungAdult,,CodeOwner,,,,Portability,,,0,1,LABEL: 1
27,382,3,382,AgeRange|Role|Priority,YoungAdult|CodeOwner|Portability,,,,,,,YoungAdult,,CodeOwner,,,,Portability,,,1,1,LABEL: 1
28,382,3,382,AgeRange|Role|Priority,YoungAdult|CodeOwner|Portability,,,,,,,YoungAdult,,CodeOwner,,,,Portability,,,0,0,LABEL: 0
29,382,3,382,AgeRange|Role|Priority,YoungAdult|CodeOwner|Portability,,,,,,,YoungAdult,,CodeOwner,,,,Portability,,,0,0,LABEL: 0
30,382,3,382,AgeRange|Role|Priority,YoungAdult|CodeOwner|Portability,,,,,,,YoungAdult,,CodeOwner,,,,Portability,,,0,0,LABEL: 0
31,382,3,382,AgeRange|Role|Priority,YoungAdult|CodeOwner|Portability,,,,,,,YoungAdult,,CodeOwner,,,,Portability,,,0,0,LABEL: 0
32,382,3,382,AgeRange|Role|Priority,YoungAdult|CodeOwner|Portability,,,,,,,YoungAdult,,CodeOwner,,,,Portability,,,1,0,LABEL: 0
33,382,3,382,AgeRange|Role|Priority,YoungAdult|CodeOwner|Portability,,,,,,,YoungAdult,,CodeOwner,,,,Portability,,,0,0,LABEL: 0
34,382,3,382,AgeRange|Role|Priority,YoungAdult|CodeOwner|Portability,,,,,,,YoungAdult,,CodeOwner,,,,Portability,,,0,0,LABEL: 0
35,382,3,382,AgeRange|Role|Priority,YoungAdult|CodeOwner|Portability,,,,,,,YoungAdult,,CodeOwner,,,,Portability,,,1,0,LABEL: 0
36,382,3,382,AgeRange|Role|Priority,YoungAdult|CodeOwner|Portability,,,,,,,YoungAdult,,CodeOwner,,,,Portability,,,0,1,LABEL: 1
37,382,3,382,AgeRange|Role|Priority,YoungAdult|CodeOwner|Portability,,,,,,,YoungAdult,,CodeOwner,,,,Portability,,,0,0,LABEL: 0
38,382,3,382,AgeRange|Role|Priority,YoungAdult|CodeOwner|Portability,,,,,,,YoungAdult,,CodeOwner,,,,Portability,,,1,0,LABEL: 0
39,382,3,382,AgeRange|Role|Priority,YoungAdult|CodeOwner|Portability,,,,,,,YoungAdult,,CodeOwner,,,,Portability,,,1,1,LABEL: 1
40,382,3,382,AgeRange|Role|Priority,YoungAdult|CodeOwner|Portability,,,,,,,YoungAdult,,CodeOwner,,,,Portability,,,1,0,LABEL: 0
41,382,3,382,AgeRange|Role|Priority,YoungAdult|CodeOwner|Portability,,,,,,,YoungAdult,,CodeOwner,,,,Portability,,,1,0,LABEL: 0
42,382,3,382,AgeRange|Role|Priority,YoungAdult|CodeOwner|Portability,,,,,,,YoungAdult,,CodeOwner,,,,Portability,,,1,0,LABEL: 0
43,382,3,382,AgeRange|Role|Priority,YoungAdult|CodeOwner|Portability,,,,,,,YoungAdult,,CodeOwner,,,,Portability,,,0,0,LABEL: 0
44,382,3,382,AgeRange|Role|Priority,YoungAdult|CodeOwner|Portability,,,,,,,YoungAdult,,CodeOwner,,,,Portability,,,1,0,LABEL: 0
45,382,3,382,AgeRange|Role|Priority,YoungAdult|CodeOwner|Portability,,,,,,,YoungAdult,,CodeOwner,,,,Portability,,,1,0,LABEL: 0
46,382,3,382,AgeRange|Role|Priority,YoungAdult|CodeOwner|Portability,,,,,,,YoungAdult,,CodeOwner,,,,Portability,,,0,0,LABEL: 0
47,382,3,382,AgeRange|Role|Priority,YoungAdult|CodeOwner|Portability,,,,,,,YoungAdult,,CodeOwner,,,,Portability,,,1,0,LABEL: 0
48,382,3,382,AgeRange|Role|Priority,YoungAdult|CodeOwner|Portability,,,,,,,YoungAdult,,CodeOwner,,,,Portability,,,1,0,LABEL: 0
49,382,3,382,AgeRange|Role|Priority,YoungAdult|CodeOwner|Portability,,,,,,,YoungAdult,,CodeOwner,,,,Portability,,,1,0,LABEL: 0
0,383,3,383,AgeRange|Role|Standard,LateCareerAdult|SoftwareReviewer|PeerApproved,,,,,,,LateCareerAdult,,SoftwareReviewer,,,,,PeerApproved,,1,0,LABEL: 0
1,383,3,383,AgeRange|Role|Standard,LateCareerAdult|SoftwareReviewer|PeerApproved,,,,,,,LateCareerAdult,,SoftwareReviewer,,,,,PeerApproved,,0,0,LABEL: 0
2,383,3,383,AgeRange|Role|Standard,LateCareerAdult|SoftwareReviewer|PeerApproved,,,,,,,LateCareerAdult,,SoftwareReviewer,,,,,PeerApproved,,0,0,LABEL: 0
3,383,3,383,AgeRange|Role|Standard,LateCareerAdult|SoftwareReviewer|PeerApproved,,,,,,,LateCareerAdult,,SoftwareReviewer,,,,,PeerApproved,,0,1,LABEL: 1
4,383,3,383,AgeRange|Role|Standard,LateCareerAdult|SoftwareReviewer|PeerApproved,,,,,,,LateCareerAdult,,SoftwareReviewer,,,,,PeerApproved,,0,0,LABEL: 0
5,383,3,383,AgeRange|Role|Standard,LateCareerAdult|SoftwareReviewer|PeerApproved,,,,,,,LateCareerAdult,,SoftwareReviewer,,,,,PeerApproved,,0,0,LABEL: 0
6,383,3,383,AgeRange|Role|Standard,LateCareerAdult|SoftwareReviewer|PeerApproved,,,,,,,LateCareerAdult,,SoftwareReviewer,,,,,PeerApproved,,0,1,LABEL: 1
7,383,3,383,AgeRange|Role|Standard,LateCareerAdult|SoftwareReviewer|PeerApproved,,,,,,,LateCareerAdult,,SoftwareReviewer,,,,,PeerApproved,,0,0,LABEL: 0
8,383,3,383,AgeRange|Role|Standard,LateCareerAdult|SoftwareReviewer|PeerApproved,,,,,,,LateCareerAdult,,SoftwareReviewer,,,,,PeerApproved,,0,0,LABEL: 0
9,383,3,383,AgeRange|Role|Standard,LateCareerAdult|SoftwareReviewer|PeerApproved,,,,,,,LateCareerAdult,,SoftwareReviewer,,,,,PeerApproved,,1,0,LABEL: 0
10,383,3,383,AgeRange|Role|Standard,LateCareerAdult|SoftwareReviewer|PeerApproved,,,,,,,LateCareerAdult,,SoftwareReviewer,,,,,PeerApproved,,1,0,LABEL: 0
11,383,3,383,AgeRange|Role|Standard,LateCareerAdult|SoftwareReviewer|PeerApproved,,,,,,,LateCareerAdult,,SoftwareReviewer,,,,,PeerApproved,,1,0,LABEL: 0
12,383,3,383,AgeRange|Role|Standard,LateCareerAdult|SoftwareReviewer|PeerApproved,,,,,,,LateCareerAdult,,SoftwareReviewer,,,,,PeerApproved,,1,0,LABEL: 0
13,383,3,383,AgeRange|Role|Standard,LateCareerAdult|SoftwareReviewer|PeerApproved,,,,,,,LateCareerAdult,,SoftwareReviewer,,,,,PeerApproved,,1,0,LABEL: 0
14,383,3,383,AgeRange|Role|Standard,LateCareerAdult|SoftwareReviewer|PeerApproved,,,,,,,LateCareerAdult,,SoftwareReviewer,,,,,PeerApproved,,1,0,LABEL: 0
15,383,3,383,AgeRange|Role|Standard,LateCareerAdult|SoftwareReviewer|PeerApproved,,,,,,,LateCareerAdult,,SoftwareReviewer,,,,,PeerApproved,,0,0,LABEL: 0
16,383,3,383,AgeRange|Role|Standard,LateCareerAdult|SoftwareReviewer|PeerApproved,,,,,,,LateCareerAdult,,SoftwareReviewer,,,,,PeerApproved,,1,0,LABEL: 0
17,383,3,383,AgeRange|Role|Standard,LateCareerAdult|SoftwareReviewer|PeerApproved,,,,,,,LateCareerAdult,,SoftwareReviewer,,,,,PeerApproved,,0,0,LABEL: 0
18,383,3,383,AgeRange|Role|Standard,LateCareerAdult|SoftwareReviewer|PeerApproved,,,,,,,LateCareerAdult,,SoftwareReviewer,,,,,PeerApproved,,0,0,LABEL: 0
19,383,3,383,AgeRange|Role|Standard,LateCareerAdult|SoftwareReviewer|PeerApproved,,,,,,,LateCareerAdult,,SoftwareReviewer,,,,,PeerApproved,,1,0,LABEL: 0
20,383,3,383,AgeRange|Role|Standard,LateCareerAdult|SoftwareReviewer|PeerApproved,,,,,,,LateCareerAdult,,SoftwareReviewer,,,,,PeerApproved,,0,0,LABEL: 0
21,383,3,383,AgeRange|Role|Standard,LateCareerAdult|SoftwareReviewer|PeerApproved,,,,,,,LateCareerAdult,,SoftwareReviewer,,,,,PeerApproved,,0,0,LABEL: 0
22,383,3,383,AgeRange|Role|Standard,LateCareerAdult|SoftwareReviewer|PeerApproved,,,,,,,LateCareerAdult,,SoftwareReviewer,,,,,PeerApproved,,1,0,LABEL: 0
23,383,3,383,AgeRange|Role|Standard,LateCareerAdult|SoftwareReviewer|PeerApproved,,,,,,,LateCareerAdult,,SoftwareReviewer,,,,,PeerApproved,,0,1,LABEL: 1
24,383,3,383,AgeRange|Role|Standard,LateCareerAdult|SoftwareReviewer|PeerApproved,,,,,,,LateCareerAdult,,SoftwareReviewer,,,,,PeerApproved,,1,0,LABEL: 0
25,383,3,383,AgeRange|Role|Standard,LateCareerAdult|SoftwareReviewer|PeerApproved,,,,,,,LateCareerAdult,,SoftwareReviewer,,,,,PeerApproved,,1,0,LABEL: 0
26,383,3,383,AgeRange|Role|Standard,LateCareerAdult|SoftwareReviewer|PeerApproved,,,,,,,LateCareerAdult,,SoftwareReviewer,,,,,PeerApproved,,0,0,LABEL: 0
27,383,3,383,AgeRange|Role|Standard,LateCareerAdult|SoftwareReviewer|PeerApproved,,,,,,,LateCareerAdult,,SoftwareReviewer,,,,,PeerApproved,,1,1,LABEL: 1
28,383,3,383,AgeRange|Role|Standard,LateCareerAdult|SoftwareReviewer|PeerApproved,,,,,,,LateCareerAdult,,SoftwareReviewer,,,,,PeerApproved,,0,0,LABEL: 0
29,383,3,383,AgeRange|Role|Standard,LateCareerAdult|SoftwareReviewer|PeerApproved,,,,,,,LateCareerAdult,,SoftwareReviewer,,,,,PeerApproved,,0,0,LABEL: 0
30,383,3,383,AgeRange|Role|Standard,LateCareerAdult|SoftwareReviewer|PeerApproved,,,,,,,LateCareerAdult,,SoftwareReviewer,,,,,PeerApproved,,0,0,LABEL: 0
31,383,3,383,AgeRange|Role|Standard,LateCareerAdult|SoftwareReviewer|PeerApproved,,,,,,,LateCareerAdult,,SoftwareReviewer,,,,,PeerApproved,,0,0,LABEL: 0
32,383,3,383,AgeRange|Role|Standard,LateCareerAdult|SoftwareReviewer|PeerApproved,,,,,,,LateCareerAdult,,SoftwareReviewer,,,,,PeerApproved,,1,0,LABEL: 0
33,383,3,383,AgeRange|Role|Standard,LateCareerAdult|SoftwareReviewer|PeerApproved,,,,,,,LateCareerAdult,,SoftwareReviewer,,,,,PeerApproved,,0,0,LABEL: 0
34,383,3,383,AgeRange|Role|Standard,LateCareerAdult|SoftwareReviewer|PeerApproved,,,,,,,LateCareerAdult,,SoftwareReviewer,,,,,PeerApproved,,0,0,LABEL: 0
35,383,3,383,AgeRange|Role|Standard,LateCareerAdult|SoftwareReviewer|PeerApproved,,,,,,,LateCareerAdult,,SoftwareReviewer,,,,,PeerApproved,,1,0,LABEL: 0
36,383,3,383,AgeRange|Role|Standard,LateCareerAdult|SoftwareReviewer|PeerApproved,,,,,,,LateCareerAdult,,SoftwareReviewer,,,,,PeerApproved,,0,1,LABEL: 1
37,383,3,383,AgeRange|Role|Standard,LateCareerAdult|SoftwareReviewer|PeerApproved,,,,,,,LateCareerAdult,,SoftwareReviewer,,,,,PeerApproved,,0,0,LABEL: 0
38,383,3,383,AgeRange|Role|Standard,LateCareerAdult|SoftwareReviewer|PeerApproved,,,,,,,LateCareerAdult,,SoftwareReviewer,,,,,PeerApproved,,1,0,LABEL: 0
39,383,3,383,AgeRange|Role|Standard,LateCareerAdult|SoftwareReviewer|PeerApproved,,,,,,,LateCareerAdult,,SoftwareReviewer,,,,,PeerApproved,,1,0,LABEL: 0
40,383,3,383,AgeRange|Role|Standard,LateCareerAdult|SoftwareReviewer|PeerApproved,,,,,,,LateCareerAdult,,SoftwareReviewer,,,,,PeerApproved,,1,0,LABEL: 0
41,383,3,383,AgeRange|Role|Standard,LateCareerAdult|SoftwareReviewer|PeerApproved,,,,,,,LateCareerAdult,,SoftwareReviewer,,,,,PeerApproved,,1,0,LABEL: 0
42,383,3,383,AgeRange|Role|Standard,LateCareerAdult|SoftwareReviewer|PeerApproved,,,,,,,LateCareerAdult,,SoftwareReviewer,,,,,PeerApproved,,1,0,LABEL: 0
43,383,3,383,AgeRange|Role|Standard,LateCareerAdult|SoftwareReviewer|PeerApproved,,,,,,,LateCareerAdult,,SoftwareReviewer,,,,,PeerApproved,,0,0,LABEL: 0
44,383,3,383,AgeRange|Role|Standard,LateCareerAdult|SoftwareReviewer|PeerApproved,,,,,,,LateCareerAdult,,SoftwareReviewer,,,,,PeerApproved,,1,0,LABEL: 0
45,383,3,383,AgeRange|Role|Standard,LateCareerAdult|SoftwareReviewer|PeerApproved,,,,,,,LateCareerAdult,,SoftwareReviewer,,,,,PeerApproved,,1,0,LABEL: 0
46,383,3,383,AgeRange|Role|Standard,LateCareerAdult|SoftwareReviewer|PeerApproved,,,,,,,LateCareerAdult,,SoftwareReviewer,,,,,PeerApproved,,0,0,LABEL: 0
47,383,3,383,AgeRange|Role|Standard,LateCareerAdult|SoftwareReviewer|PeerApproved,,,,,,,LateCareerAdult,,SoftwareReviewer,,,,,PeerApproved,,1,0,LABEL: 0
48,383,3,383,AgeRange|Role|Standard,LateCareerAdult|SoftwareReviewer|PeerApproved,,,,,,,LateCareerAdult,,SoftwareReviewer,,,,,PeerApproved,,1,0,LABEL: 0
49,383,3,383,AgeRange|Role|Standard,LateCareerAdult|SoftwareReviewer|PeerApproved,,,,,,,LateCareerAdult,,SoftwareReviewer,,,,,PeerApproved,,1,0,LABEL: 0
0,384,3,384,AgeRange|Role|Module,MiddleAged|CodeOwner|APIModule,,,,,,,MiddleAged,,CodeOwner,,,,,,APIModule,1,0,LABEL: 0
1,384,3,384,AgeRange|Role|Module,MiddleAged|CodeOwner|APIModule,,,,,,,MiddleAged,,CodeOwner,,,,,,APIModule,0,0,LABEL: 0
2,384,3,384,AgeRange|Role|Module,MiddleAged|CodeOwner|APIModule,,,,,,,MiddleAged,,CodeOwner,,,,,,APIModule,0,0,LABEL: 0
3,384,3,384,AgeRange|Role|Module,MiddleAged|CodeOwner|APIModule,,,,,,,MiddleAged,,CodeOwner,,,,,,APIModule,0,1,LABEL: 1
4,384,3,384,AgeRange|Role|Module,MiddleAged|CodeOwner|APIModule,,,,,,,MiddleAged,,CodeOwner,,,,,,APIModule,0,0,LABEL: 0
5,384,3,384,AgeRange|Role|Module,MiddleAged|CodeOwner|APIModule,,,,,,,MiddleAged,,CodeOwner,,,,,,APIModule,0,0,LABEL: 0
6,384,3,384,AgeRange|Role|Module,MiddleAged|CodeOwner|APIModule,,,,,,,MiddleAged,,CodeOwner,,,,,,APIModule,0,1,LABEL: 1
7,384,3,384,AgeRange|Role|Module,MiddleAged|CodeOwner|APIModule,,,,,,,MiddleAged,,CodeOwner,,,,,,APIModule,0,0,LABEL: 0
8,384,3,384,AgeRange|Role|Module,MiddleAged|CodeOwner|APIModule,,,,,,,MiddleAged,,CodeOwner,,,,,,APIModule,0,0,LABEL: 0
9,384,3,384,AgeRange|Role|Module,MiddleAged|CodeOwner|APIModule,,,,,,,MiddleAged,,CodeOwner,,,,,,APIModule,1,0,LABEL: 0
10,384,3,384,AgeRange|Role|Module,MiddleAged|CodeOwner|APIModule,,,,,,,MiddleAged,,CodeOwner,,,,,,APIModule,1,0,LABEL: 0
11,384,3,384,AgeRange|Role|Module,MiddleAged|CodeOwner|APIModule,,,,,,,MiddleAged,,CodeOwner,,,,,,APIModule,1,0,LABEL: 0
12,384,3,384,AgeRange|Role|Module,MiddleAged|CodeOwner|APIModule,,,,,,,MiddleAged,,CodeOwner,,,,,,APIModule,1,0,LABEL: 0
13,384,3,384,AgeRange|Role|Module,MiddleAged|CodeOwner|APIModule,,,,,,,MiddleAged,,CodeOwner,,,,,,APIModule,1,0,LABEL: 0
14,384,3,384,AgeRange|Role|Module,MiddleAged|CodeOwner|APIModule,,,,,,,MiddleAged,,CodeOwner,,,,,,APIModule,1,0,LABEL: 0
15,384,3,384,AgeRange|Role|Module,MiddleAged|CodeOwner|APIModule,,,,,,,MiddleAged,,CodeOwner,,,,,,APIModule,0,1,LABEL: 1
16,384,3,384,AgeRange|Role|Module,MiddleAged|CodeOwner|APIModule,,,,,,,MiddleAged,,CodeOwner,,,,,,APIModule,1,0,LABEL: 0
17,384,3,384,AgeRange|Role|Module,MiddleAged|CodeOwner|APIModule,,,,,,,MiddleAged,,CodeOwner,,,,,,APIModule,0,0,LABEL: 0
18,384,3,384,AgeRange|Role|Module,MiddleAged|CodeOwner|APIModule,,,,,,,MiddleAged,,CodeOwner,,,,,,APIModule,0,0,LABEL: 0
19,384,3,384,AgeRange|Role|Module,MiddleAged|CodeOwner|APIModule,,,,,,,MiddleAged,,CodeOwner,,,,,,APIModule,1,0,LABEL: 0
20,384,3,384,AgeRange|Role|Module,MiddleAged|CodeOwner|APIModule,,,,,,,MiddleAged,,CodeOwner,,,,,,APIModule,0,0,LABEL: 0
21,384,3,384,AgeRange|Role|Module,MiddleAged|CodeOwner|APIModule,,,,,,,MiddleAged,,CodeOwner,,,,,,APIModule,0,0,LABEL: 0
22,384,3,384,AgeRange|Role|Module,MiddleAged|CodeOwner|APIModule,,,,,,,MiddleAged,,CodeOwner,,,,,,APIModule,1,1,LABEL: 1
23,384,3,384,AgeRange|Role|Module,MiddleAged|CodeOwner|APIModule,,,,,,,MiddleAged,,CodeOwner,,,,,,APIModule,0,0,LABEL: 0
24,384,3,384,AgeRange|Role|Module,MiddleAged|CodeOwner|APIModule,,,,,,,MiddleAged,,CodeOwner,,,,,,APIModule,1,0,LABEL: 0
25,384,3,384,AgeRange|Role|Module,MiddleAged|CodeOwner|APIModule,,,,,,,MiddleAged,,CodeOwner,,,,,,APIModule,1,1,LABEL: 1
26,384,3,384,AgeRange|Role|Module,MiddleAged|CodeOwner|APIModule,,,,,,,MiddleAged,,CodeOwner,,,,,,APIModule,0,0,LABEL: 0
27,384,3,384,AgeRange|Role|Module,MiddleAged|CodeOwner|APIModule,,,,,,,MiddleAged,,CodeOwner,,,,,,APIModule,1,1,LABEL: 1
28,384,3,384,AgeRange|Role|Module,MiddleAged|CodeOwner|APIModule,,,,,,,MiddleAged,,CodeOwner,,,,,,APIModule,0,0,LABEL: 0
29,384,3,384,AgeRange|Role|Module,MiddleAged|CodeOwner|APIModule,,,,,,,MiddleAged,,CodeOwner,,,,,,APIModule,0,0,LABEL: 0
30,384,3,384,AgeRange|Role|Module,MiddleAged|CodeOwner|APIModule,,,,,,,MiddleAged,,CodeOwner,,,,,,APIModule,0,0,LABEL: 0
